del_avg_size	del_count	file	gap_freq	gaps_per_seq	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
6.66666666666667	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/110611710-9526-831-subtree-replicated.fa	0.0291902071563089	5.16666666666667	0	0	177	6	0.937853107344633	554167,60711,402244,31869,54602,9502
15	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/11095530-376911-40-subtree-replicated.fa	0.0615079365079365	11.0714285714286	0	0	180	14	0.733333333333333	31869,52232,57378,9482,57377,261734,34825,989338,543559,379532,83281,43147,9606,70825
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/11275634-542827-6-subtree-replicated.fa	0.0010482180293501	0.333333333333333	0	0	318	3	1	402239,122222,9502
2	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/100290422-9443-1498-subtree-replicated.fa	0.00874035989717224	3.4	0	0	389	5	0.951156812339332	164648,859983,70927,111173,36228
15.3333333333333	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/109723017-314293-531-subtree-replicated.fa	0.0226082161566033	9.11111111111111	0	0	403	9	0.96029776674938	30590,486960,9548,9552,37293,261741,310934,78454,548481
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114223843-122245-2-subtree-replicated.fa	0.00177304964539007	1	1	1	564	3	0.914893617021277	54602,78454,9502
24.75	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114224808-314293-572-subtree-replicated.fa	0.110738255033557	66	0	0	596	2	0.983221476510067	30611,402239
7	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/100290544-9526-610-subtree-replicated.fa	0.00264650283553875	1.4	0	0	529	5	0.967863894139887	164648,859983,70927,111173,36228
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114224851-376913-641-subtree-replicated.fa	0	0	0	0	661	2	0.990922844175492	30611,402239
6	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/100290459-9526-607-subtree-replicated.fa	0.0123287671232877	9	3.5	4	730	5	0.902739726027397	164648,859983,70927,111173,36228
1	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/100290484-9526-608-subtree-replicated.fa	0.0146730462519936	9.2	2.33333333333333	4	627	5	0.807017543859649	164648,859983,70927,111173,36228
85	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/112443169-9528-109-subtree-replicated.fa	0.177175283732661	140.5	37	2	793	4	0.973518284993695	61622,291259,9530,100937
33.375	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/11275634-9526-445-subtree-replicated.fa	0.203860640301318	72.1666666666667	25	1	354	12	0.929378531073446	867333,100937,9555,70928,261734,31869,9600,1126382,36225,263448,402888,9470
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/100290566-9569-91-subtree-replicated.fa	0.0157342657342657	11.25	3	5	715	4	0.970629370629371	66062,412751,52231,121123
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114225035-9528-267-subtree-replicated.fa	0	0	0	0	249	2	1	30611,402239
15.6	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/100290437-9526-606-subtree-replicated.fa	0.0390519187358916	34.6	3.5	3	886	5	0.898419864559819	9531,9491,37295,752538,70927
92.6	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/11065802-314293-442-subtree-replicated.fa	0.168141592920354	76	54	1	452	14	0.949115044247788	867333,182256,342401,9521,261736,412750,864581,236275,412751,100224,9580,81572,9482,54600
4	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/100290397-314293-948-subtree-replicated.fa	0.129716981132075	137.5	20.3333333333333	6	1060	4	0.920754716981132	9546,752538,1131379,70927
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114225164-9528-273-subtree-replicated.fa	0	0	0	0	221	2	0.990950226244344	30611,402239
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/11065801-9526-446-subtree-replicated.fa	0.225667189952904	88.4615384615385	46	2	392	26	0.956632653061224	47180,33548,9572,27679,13557,121123,554167,30611,9590,61621,989338,9491,9534,43780,57377,9482,48842,75567,90382,54602,54601,40843,37293,57176,9470,101278
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114224928-376913-650-subtree-replicated.fa	0.000821018062397373	0.5	0	0	609	4	0.973727422003284	61851,1126382,9502,693712
3	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/112443169-314293-272-subtree-replicated.fa	0.40940892641737	339.4	191.5	2	829	5	0.934861278648975	499232,43147,57175,66062,70825
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114224907-9533-169-subtree-replicated.fa	0.00297619047619048	2	3	1	672	3	0.986607142857143	402239,122222,9502
14.2	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114224906-9533-17-subtree-replicated.fa	0.0642570281124498	42.6666666666667	0	0	664	3	0.823795180722892	402239,122222,9502
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114225256-376913-585-subtree-replicated.fa	0.00378787878787879	1	1	1	264	3	0.977272727272727	402239,122222,9502
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-2/114225038-314294-268-subtree-replicated.fa	0.00595238095238095	3.75	5	1	630	4	0.988888888888889	61851,1126382,9502,693712
