avg_dist	del_avg_size	del_count	file	gap_freq	gaps_per_seq	ident_pairs	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
0.11689364461738	8.5	2	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1002.fa	0.0368589743589744	8.625	0	0	0	234	8	0.709401709401709	9606,9598,9593,9600,9588,9545,36227,33548
0.0318532818532818	0	0	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1001.fa	0	0	7	0	0	74	8	0.932432432432432	9606,9598,9593,9600,9588,9545,36227,33548
0.0408931934355663	45	1	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1000.fa	0.0390625	5.625	3	0	0	144	8	0.895833333333333	9545,36227,9600,9593,33548,9588,9598,9606
0.0286343612334803	35.9	10	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster100.fa	0.185534591194969	78.6666666666667	0	12	1	424	6	0.929245283018868	9548,9544,88029,9598,9593,9557
0.113034446944781	2.5	2	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1003.fa	0.00717703349282297	1.5	0	0	0	209	8	0.755980861244019	9606,9598,9593,9600,9588,9545,36227,33548
0.0415758896151053	2	1	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1005.fa	0.00378787878787879	0.75	0	0	0	198	8	0.893939393939394	9606,9598,9593,9600,9588,9545,36227,33548
0.0201783200375411	7.4	10	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1007.fa	0.0311671087533157	11.75	0	1	1	377	4	0.962864721485411	122765,9555,9544,9534
0.0361525267185645	6.5	2	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1004.fa	0.00677966101694915	5.2	0	0	0	767	5	0.923076923076923	9606,9598,9593,9600,9588
0.0715730337078653	41	30	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1006.fa	0.158473479948254	122.5	0	1	4	773	6	0.857697283311772	9597,9598,9593,9587,9555,9544
0.0543933054393305	5	7	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1008.fa	0.369111508646392	206.333333333333	0	61	4	559	6	0.926654740608229	9597,9593,9600,9555,9544,122765
0.0170940170940171	2	1	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1009.fa	0.0125	1	1	0	0	80	3	0.975	9600,122765,9555
0.0597853014037986	13.25	13	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1012.fa	0.0758106923751096	24.7142857142857	0	1	2	326	7	0.865030674846626	9600,9593,9597,9587,9598,9483,9523
0.0685804280907725	13.8571428571429	16	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1011.fa	0.0735815602836879	41.5	0	1	6	564	8	0.833333333333333	9555,122765,9544,9597,9593,9580,9534,9598
0.0461054837582955	4.625	15	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1013.fa	0.0785714285714286	50.6	0	13	6	644	5	0.919254658385093	9597,9598,122765,9555,9534
0.0624935280107694	6.8	15	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1014.fa	0.0231631382316314	8.45454545454546	0	7	1	365	11	0.786301369863014	9468,9463,30609,9470,9470,9465,89672,9472,9468,9465,30609
0.095539481615431	1	1	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1015.fa	0.00656716417910448	2.2	0	1	3	335	5	0.82089552238806	89672,30609,9472,9468,9470
0.0351014040561622	1	1	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1018.fa	0.00846805234795997	3.66666666666667	0	2.5	2	433	3	0.946882217090069	9597,9593,9600
0.1280163599182	0	0	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster102.fa	0.183937007874016	116.8	0	47	7	635	5	0.803149606299213	9579,9587,9588,9589,9580
0.265957446808511	27	4	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1020.fa	0.234463276836158	41.5	0	0	0	177	2	0.858757062146893	122230,9606
0.0408531277204328	4	5	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1022.fa	0.00907258064516129	2.25	0	0	0	248	12	0.854838709677419	9600,9544,61853,54180,9606,9538,61851,9598,61621,9593,61618,54133
0.0435789108165981	26.1	13	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1023.fa	0.0783416528008874	47.0833333333333	0	0	0	601	12	0.853577371048253	9606,9598,9593,9600,61853,61851,9538,9544,54133,54180,61621,61618
0.0495029592598977	8.75	5	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1024.fa	0.0123685837971552	6.66666666666667	1	3	1	539	12	0.844155844155844	9606,9598,9593,9600,61853,61851,61618,54180,9538,9544,61621,54133
0.0330972225698529	51.5	29	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster101.fa	0.0463691026827012	100.25	0	7.5	6	2162	16	0.861239592969473	9606,9593,9597,9600,61852,9545,9555,54600,9541,9544,9540,9538,33548,78454,9519,9523
0.0426135085272016	16	12	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1025.fa	0.0214285714285714	15	0	1	2	700	12	0.865714285714286	9544,9600,9606,61621,61853,9598,9538,54180,54133,61618,61851,9593
0.0469117850713198	29.9090909090909	15	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1026.fa	0.104879594423321	55.1666666666667	0	4	1	526	12	0.861216730038023	9606,9598,9593,9600,61853,61851,9544,9538,54133,61621,54180,61618
0.0366573134757896	54.75	8	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1027.fa	0.256535947712418	157	0	83.5	2	612	12	0.852941176470588	9544,61853,54133,9606,54180,9598,9593,61618,61851,9600,9538,61621
0.0369277832404677	36	8	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1028.fa	0.0360863095238095	16.1666666666667	0	0	0	448	12	0.875	9606,9598,9593,9600,61851,61853,9538,54133,9544,54180,61621,61618
0.0410512990535898	31.2857142857143	9	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1029.fa	0.0513863773357444	28.4166666666667	0	1	3	553	12	0.864376130198915	9606,9598,9593,9600,61851,61853,61618,54180,9538,9544,54133,61621
0.0402304659860507	29	7	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1030.fa	0.0409560723514212	26.4166666666667	0	0	0	645	12	0.866666666666667	9598,61851,9593,9538,61621,54133,54180,61853,61618,9606,9600,9544
0.040102005100255	14.3333333333333	4	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1031.fa	0.0389576883384933	12.5833333333333	0	1	1	323	12	0.882352941176471	61618,61853,54133,9606,9598,9593,9544,54180,9600,61851,9538,61621
0.0580469176213857	11.3333333333333	5	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1032.fa	0.0205882352941176	7	0	3	1	340	8	0.847058823529412	61853,9544,9538,9606,9600,9593,61851,9598
0.00595238095238093	44	1	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1033.fa	0.0483870967741935	9	1	0	0	186	5	0.983870967741935	9544,61621,54133,61618,54180
0.0384257644459948	3.75	7	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1034.fa	0.00603968938740293	7	0	1	1	1159	6	0.911993097497843	9541,9542,9600,9593,9598,9606
0.0563400914098208	19.6666666666667	10	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1036.fa	0.356767676767677	80.2727272727273	12	13	6	225	33	0.764444444444444	9606,61851,61853,54180,9593,54601,66063,9600,54133,9540,61622,43777,9590,54602,9572,9580,9556,54180,9597,81572,43780,9551,9568,9510,66062,61618,54135,9544,61621,9541,9545,9598,61618
0.00396825396825395	100	9	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster103.fa	0.25593471810089	776.25	0	367	2	3033	4	0.995384108143752	9598,9593,9600,9606
0.0533932776707343	19.5	2	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1017.fa	0.072305909617613	312	0	100.5	4	4315	4	0.909154113557358	9606,37293,57176,57175
0.0294736842105263	0	0	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1038.fa	0	0	0	0	0	95	6	0.926315789473684	9598,9593,29089,9544,9557,43777
0.0184782608695652	2	1	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1037.fa	0.00108459869848156	1	0	0	0	922	2	0.981561822125813	78583,78584
0.0557250799186284	74.3333333333333	3	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1040.fa	0.310818307905687	320.142857142857	0	123.666666666667	3	1030	7	0.912621359223301	255237,9606,30591,9544,9483,100937,9598
0.0388390951771234	174	3	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1041.fa	0.24467798437079	302.666666666667	0	192	1	1237	3	0.962004850444624	9606,9557,9531
0.0493465189087116	146.428571428571	8	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1039.fa	0.349780701754386	438.625	0	1	2	1254	8	0.909090909090909	9606,9598,9593,9600,9544,9515,9534,255237
0.062015503875969	73.3333333333333	3	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1042.fa	0.330769230769231	86	0	18	1	260	3	0.942307692307692	9598,9597,9600
0.0260131950989633	26.3333333333333	3	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1044.fa	0.0518900343642612	30.2	1	0	0	582	5	0.948453608247423	9538,9593,9600,9598,9544
0.104719501335708	1	1	/Users/hettling/git/phylo-primates-sim/data/alignments/cluster1047.fa	0.00529567519858782	0.545454545454545	1	0	0	103	11	0.669902912621359	9544,60710,9541,9606,54600,90382,90384,281404,90383,9545,40843
