del_avg_size	del_count	file	gap_freq	gaps_per_seq	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
6	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/110611710-9526-831-subtree-replicated.fa	0.0414312617702448	7.33333333333333	0	0	177	3	0.937853107344633	554167,100224,9447
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/11275634-542827-6-subtree-replicated.fa	0	0	0	0	318	5	0.99685534591195	554167,100487,1090896,90382,9447
5.5	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/11095530-376911-40-subtree-replicated.fa	0.0166666666666667	3	0	0	180	19	0.766666666666667	122223,867377,9447,13557,61622,9593,499232,9606,52232,57378,9482,57377,9538,30601,543559,989338,83281,379532,1215604
15.3333333333333	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/109723017-314293-531-subtree-replicated.fa	0.0400326797385621	16.3333333333333	0	0	408	6	0.977941176470588	164648,9468,34828,261734,9483,9593
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/11065801-9526-446-subtree-replicated.fa	0.125561978163134	43.4444444444444	46	1	346	18	0.968208092485549	9565,54131,9572,78449,9541,90382,9545,593543,43777,30586,57374,9534,263448,143354,143352,9579,30596,83281
3.33333333333333	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/100290422-9443-1498-subtree-replicated.fa	0.012853470437018	5	0	0	389	9	0.940874035989717	9593,867363,290597,147650,147649,54601,224329,30589,9502
3	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/100290544-9526-610-subtree-replicated.fa	0.00251572327044025	1.33333333333333	1	1	530	9	0.967924528301887	9593,867363,290597,147650,147649,54601,224329,30589,9502
10.3333333333333	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/100290484-9526-608-subtree-replicated.fa	0.0145161290322581	9	2.5	2	620	9	0.77258064516129	9593,867363,290597,147650,147649,54601,224329,30589,9502
107	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/112443169-9528-109-subtree-replicated.fa	0.189542483660131	145	77.5	2	765	3	0.98562091503268	57176,9556,356666
3	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/100290566-9569-91-subtree-replicated.fa	0.00740479548660085	5.25	3	2	709	4	0.963328631875881	1309626,292213,182253,90385
1	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/100290459-9526-607-subtree-replicated.fa	0.0271370420624152	20	10.5	3	737	9	0.909090909090909	9593,867363,290597,147650,147649,54601,224329,30589,9502
130.5	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/112443169-314293-272-subtree-replicated.fa	0.112723214285714	50.5	1	2	448	8	0.892857142857143	499232,1127763,290597,261739,224329,61621,30589,9502
4.5	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/100290437-9526-606-subtree-replicated.fa	0.00381770460510618	2.90909090909091	0	0	762	11	0.89238845144357	292213,224329,30589,9502,9538,9483,1090896,9601,143354,412751,30594
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114225035-9528-267-subtree-replicated.fa	0.00200803212851406	0.5	0	0	249	2	0.995983935742972	356666,9447
12	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/100290397-314293-948-subtree-replicated.fa	0.0757383966244726	71.8	31	3	948	5	0.911392405063291	543559,412752,9593,198702,90381
143.5	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114224808-314293-572-subtree-replicated.fa	0.264462809917355	160	0	0	605	2	0.990082644628099	356666,9447
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114224851-376913-641-subtree-replicated.fa	0	0	0	0	660	2	0.989393939393939	356666,9447
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114223843-122245-2-subtree-replicated.fa	0.00059206631142688	0.333333333333333	0	0	563	3	0.909413854351687	554167,122232,9447
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114225164-9528-273-subtree-replicated.fa	0	0	0	0	221	2	0.995475113122172	356666,9447
152	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/10442522-9462-14-subtree-replicated.fa	0.0696608615948671	76	0	0	1091	2	0.998166819431714	356666,9447
69.2857142857143	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114224873-9533-15-subtree-replicated.fa	0.522403258655805	256.5	14	1	491	2	0.963340122199593	9552,373033
7.6	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/11275634-9526-445-subtree-replicated.fa	0.0816326530612245	26.8571428571429	25	1	329	21	0.917933130699088	867377,9557,47177,61621,867333,221704,356665,30586,60711,143352,34825,989338,61853,111174,57377,52231,222416,230653,78449,9542,13515
6.5	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114224907-9533-169-subtree-replicated.fa	0.00654761904761905	4.4	0	0	672	5	0.985119047619048	554167,100487,1090896,90382,9447
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114225256-376913-585-subtree-replicated.fa	0.00378787878787879	1	1	1	264	5	0.973484848484849	554167,100487,1090896,90382,9447
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114224928-376913-650-subtree-replicated.fa	0	0	0	0	609	5	0.970443349753695	554167,100487,1090896,90382,9447
5.2	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114224906-9533-17-subtree-replicated.fa	0.0159638554216867	10.6	1	2	664	5	0.810240963855422	34829,859983,9478,61622,70928
2	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114225005-376913-653-subtree-replicated.fa	0.00173913043478261	1.2	0	0	690	5	0.972463768115942	554167,100487,1090896,90382,9447
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/115371785-9526-1000-subtree-replicated.fa	0	0	0	0	270	5	0.877777777777778	554167,100487,1090896,90382,9447
13.6666666666667	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114225014-9528-266-subtree-replicated.fa	0.0213592233009709	15.4	0	0	721	5	0.973647711511789	554167,100487,1090896,90382,9447
4	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114225203-9533-45-subtree-replicated.fa	0.0069204152249135	4	0	0	578	2	0.98961937716263	356666,9447
2	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114225100-9533-22-subtree-replicated.fa	0.0134003350083752	8	3	1	597	2	0.953098827470687	9552,373033
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/114225038-314294-268-subtree-replicated.fa	0.00634920634920635	4	5	1	630	5	0.990476190476191	554167,100487,1090896,90382,9447
2	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/11065798-9526-443-subtree-replicated.fa	0.00447856685860525	7	0	0	1563	2	0.861164427383237	9478,221704
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-7/115606173-9479-108-subtree-replicated.fa	0.00111669458403127	0.222222222222222	0	0	199	9	0.92964824120603	9447,486960,9514,292213,66265,90384,9525,129801,867333
